Cx ID,FB entry,ConstrName,Example,Pattern,Comment1,Comment2,Comment3,Source
14893,заключить i2,99i2_заключить кого-л. под стражу,,Snom V Sacc под + стражу,,,,APphras
14894,закрыть i1,99i1_закрыть кавычки / скобки,,Snom V {кавычки / скобки},,,,APphras
14895,закрыть i2,99i2_закрыть лавочку,,Snom V лавочку,,,,APphras
14896,закрыть i3,99i3_закрыть двери дома для кого-л.,,Snom V двери + дома для + Sacc,,,,APphras
14897,закрыть i4,99i4_закрыть кредит кому-л.,,Snom V кредит Sdat,,,,APphras
14898,закрыть i5,99i5_закрыть рот кому-л.,,Snom V рот Sdat,,,,APphras
14899,закрыть i6,99i6_закрыть глаза на что-л.,,Snom V глаза на + Sacc,,,,olesar
14900,закусить2 i1,99i1_закусить губу/губы,,Snom V {губу / губы},,,,APphras
14901,закусить2 i2,99i2_закусить удила,,Snom V удила,,,,APphras
14902,закусить2 i3,99i3_закусить язык,,Snom V язык,,,,APphras
18928,залить 10.4i,10.4i_залить совесть,-,Snom V совесть,окказ.,,НВ заливать,olesar
18933,залить 10.5i,10.5i_залить глаза / бельма,-,Snom V {глаза / бельма},-,,НВ заливать,olesar
14903,залить i1,10.2i_залить горе / тоску,,Snom V {горе / тоску},,,НВ заливать,olesar
14904,залить i2,10.4i_заливать за галстук,,Snom V за + галстук,,,,olesar
18931,залить i2.2,10.3i_залить горе / тоску вином,"Война много горя принесла, его даже вином не зальешь.",Snom V {горе / тоску} Sins,-,,НВ заливать,olesar
14905,заложить i1,99i1_заложить основы/фундамент чего-л.,,Snom V {основы / фундамент} -> Sgen,,,,APphras
14906,заложить i2,99i2_закладывать за галстук,,Snom V за + галстук,,,,APphras
14907,заметить i1,99i1_кто-л. ни в чем не замечен,,Snom ни в + чем не замечен,,,преим. СВ,APphras
18591,занести 11.5i,11.5i_Каким ветром тебя занесло в Лондон?,Каким ветром тебя занесло в Лондон?,Sacc Vimpers {ADV / PRкуда + Sx} Sins,(безл.),,НВ заносить (редк.),olesar
13151,заносить II 1.1,2.1.1_Заносить рубашку.,Заносить рубашку.,Snom V Sacc,-,,НВ занашивать,источник: АП
13152,заносить II 1.2,2.1.2_Заносить рубашку до дыр.,Заносить рубашку до дыр.,Snom V Sacc {ADV / до + Sgen},-,,НВ занашивать,источник: АП
14909,заносить1 i1,99i1_куда ворон костей не заносит,,CL куда ворон костей не заносит,,,обычно НВ,APphras
14910,занять i1,99i1_занять оборону,,Snom V оборону,,,,APphras
14911,занять i2,99i2_занять очередь,,Snom V очередь,,,,APphras
14912,занять i3,99i3_Смелости ему не занимать.,Этого ему не занимать.,Sgen Sdat не Vinf,,,СВ нет,olesar
14913,занять i4,99i4_занять что-л. в долг,,Snom V Sacc в + долг,,,,APphras
14914,занять i5,99i5_занять что-л. под проценты,,Snom V Sacc под + проценты,,,,APphras
14915,занять i6,99i6_дух/дыхание заняло,,{дух / дыхание} заняло,,,,APphras
14916,заняться i1,99i1_дух занялся у кого-л.,,дух занялся у + Sacc,,,,APphras
14917,записать i1,99i1_записать что-л. на память,,Snom V Sacc на + память,,,,APphras
14918,запустить1 i1,99i1_запустить змей,,Snom V змей,,,,APphras
14919,запустить1 i2,99i2_запустить глаза во что-л.,,Snom V глаза в + Sacc,,,,APphras
14920,запустить1 i3,99i3_запустить руку/лапу во что-л.,,Snom запустить {руку / лапу} в + Sacc,,,,APphras
14922,заставить1 i2,99i2_не заставлять себя просить [дважды],,Snom не V себя просить [дважды],,,,olesar
14921,заставить1 i3,99i3.2_не заставил себя долго ждать,,Snom не V себя долго ждать,,,СВ нет,olesar
14923,застыть i1,99i1_кровь застывает в жилах,,кровь застывает в + жилах,,,,APphras
14924,затронуть i1,99i1_затронуть кого-л. за живое [за больное место],,Snom V Sacc {за + живое / за + больное + место},,,,APphras
14925,затянуть i1,99i1_затянуть гайки,,Snom V гайки,<см. также 2.>,,,APphras
14926,захватить i1,99i1_захватить кого-л. в плен,,Snom V Sacc в + плен,,,,APphras
14927,захватить i2,99i2.1_дух/дыхание захватило от чего-л. (у кого-л.),,{дух/дыхание} Vimpers от + Sgen [у + Sgen],,,НВ захватывать (редк.),olesar
19316,захватить i2.2,99i2.2_У меня захватило дух/дыхание.,У меня захватило дух/дыхание.,{дух/дыхание} Vimpers у + Sgen,безл.,,НВ захватывать (редк.),olesar
19317,захватить i2.3,99i2.3_Дух его захватило.,Дух его захватило.,дух {APROposs / -&gt; Sgen} Vimpers,-,,НВ захватывать (редк.),olesar
19318,захватить i2.4,"99i2.4_Такая красота, дух захватывает.","Такая красота, дух захватывает.","CL, дух Vimpers",-,,СВ нет,olesar
19319,захватить i2.5,99i2.5_Захватывающая дух красота.,Захватывающая дух красота.,Snom V дух,-,,СВ нет,olesar
19314,захватить i3,99i3.1_захватить власть в стране,Бандиты захватили власть в стране.,Snom V власть в + Sloc,-,i3 (3?),НВ захватывать,olesar
19315,захватить i3.2,99i3.2_Ленин захватил власть.,Ленин захватил власть.,Snom V власть,-,,НВ захватывать,olesar
19321,захватить i4.1,99i4.1_захватить инициативу в партии,захватить инициативу в партии,Snom V инициативу в + Sloc,-,,НВ захватывать,olesar
19322,захватить i4.2,99i4.2_женщины захватили инициативу,женщины захватили инициативу,Snom V инициативу,-,,НВ захватывать,olesar
14928,зачислить i1,99i1_зачислить кого-л. на довольствие,,Snom V Sacc на + довольствие,,,,APphras
14929,звать i1,99i1_звать (друзей) на помощь,,Snom V [Sacc] на + помощь,,,СВ позвать,APphras
12969,звать i2,99i2_и поминай как звали,Выписывается больной - и поминай как звали!,CL Conj [там] поминай как [SPROacc] звали,Vimper.SG (редко PL поминайте),,СВ нет,olesar
14931,звонить i1,99i1_звонить во все колокола,,Snom V во + все + колокола,,,СВ нет,APphras
14932,звучать i1,99i1_звучать в памяти / сердце,,Snom V {в + памяти / в + сердце},,,,APphras
14933,звучать i2,99i2_звучать в ушах,,Snom V в + ушах,,,,APphras
13122,знай i35,99i35_знай себе гуляет,А он знай себе играет на гармошке.,CL [CONJ] Snom V [себе] Vindic,NULL,,НВ нет,kuznetsova
14934,знать i1,99i1_знать дорогу,,Snom V дорогу,,,,APphras
14943,знать i10,99i10_не знать износу,,Snom не V износу,,,,APphras
14944,знать i11,99i11_не знать женщин,,Snom не V женщин,,,,APphras
14945,знать i12,99i12_не знать удержу,,Snom не V удержу,,,,APphras
14946,знать i13,99i13_не знать устали,,Snom не V устали,,,,APphras
14947,знать i14,"99i14_не знать, куда деваться",,"Snom не V, куда деваться",,,,APphras
14948,знать i15,"99i15_не знать, куда глаза деть",,"Snom не V, куда глаза деть",,,,APphras
14949,знать i16,"99i16_не знать, куда руки деть",,"Snom не V, куда руки деть",,,,APphras
14950,знать i17,"99i17_не знать, куда себя деть",,"Snom не V, куда себя деть",,,,APphras
14951,знать i18,99i18_знать что-л. как свои пять пальцев,,Snom V Sacc как свои + пять + пальцев,,,,APphras
14952,знать i19,99i19_сам знаю,,сам знаю CL,,,,APphras
14935,знать i2,99i2_знать меру,,Snom V меру,,,,APphras
14953,знать i20,99i20_как знать,,как V CL,,,,APphras
14954,знать i21,99i21_[ну] как знаешь,"делай, как знаешь",[ну] как {знаешь / знает / знаете},,,,APphras
14955,знать i22,99i22_так и знай,,так и знай CL,,,,APphras
14956,знать i23,99i23_то и знай,,то и знай CL,,,,APphras
14958,знать i25,99i25_знай наших!,,знай наших!,,,,APphras
14959,знать i26,99i26_не могу знать,,Snom не могу V,,,,APphras
14960,знать i27,99i27_знаем мы вас,,знаем мы вас Rel + CL,,,,APphras
14961,знать i28,99i28_бог/кто его знает,,{бог / кто} {его / ее} знает Rel + CL,,,,APphras
14962,знать i29,"99i29_бог знает кто [что, какой, где, ...]",,бог знает {кто / что / какой / ADVPRO},,,,APphras
14936,знать i3,99i3_знать свое место,,Snom V свое + место,,,,APphras
14963,знать i30,"99i30_черт знает кто [что, какой, где, ...]",,черт знает {кто / что / какой / ADVPRO},,,,APphras
14964,знать i31,99i31_надо и совесть знать,,надо и совесть V CL,,,,APphras
14965,знать i32,99i32_надо/пора и честь знать,,{надо / пора} и честь V CL,,,,APphras
14966,знать i33,"99i33_только и знает [знаю, знаешь, .. .], что",,"Snom только и {знает / знаю / знаешь}, что CL",,,,APphras
14967,знать i34,99i34_знать (ничего) не знаю (и знать не хочу),,Snom V [ничего] не знаю [и знать не хочу],,,,APphras
14937,знать i4,99i4_знать совесть,,Snom V совесть,,,,APphras
14938,знать i5,99i5_знать толк в чем-л.,,Snom V толк в + Sloc,,,,APphras
14939,знать i6,99i6_знать цену чему-л.,,Snom V цену Sdat,,,,APphras
14940,знать i7,99i7_знать все входы и выходы,,Snom V все + входы и выходы,,,,APphras
14941,знать i8,99i8_дать знать кому-л. о чем-л.,,Snom дать V Sdat о + Sloc,,,,APphras
14942,знать i9,99i9_знать в лицо кого-л.,,Snom V Sacc в + лицо,,,,APphras
18081,значить 99i2,99i1.1_Вот что значит богатство!,Вот что значит отец - дипломат! Вот что значит вкалывать от зари до зари! Вот что значит счастливейший из смертных!,вот что значит {Snom/Vinf/Anom},-,,НВ нет СВ нет,mbelova
14968,значить i1,99i1.2_что значит молодость!,что значит молодость!,что значит Snom,,,,olesar
14969,играть i1,99i1_играть большую игру,,Snom V большую + игру,,,СВ нет,APphras
14978,играть i10,99i10_играть глазами,,Snom V глазами,,,СВ нет,APphras
14979,играть i11,99i11_играть словами,,Snom V словами,,,СВ нет,APphras
14980,играть i12,99i12_играть с огнем,,Snom V с + огнем,,,СВ нет,APphras
14981,играть i13,99i13_играть как кошка с мышкой,,Snom V как кошка с + мышкой,,,СВ нет,APphras
14982,играть i14,99i14_играть на чьих-л. нервах,,Snom V на + APROloc + нервах,,,СВ нет,APphras
14983,играть i15,99i15_играть на руку кому-л.,,Snom V на + руку Sdat,,,СВ сыграть,APphras
14984,играть i16,99i16_кровь играет,,кровь играет,,,СВ нет,APphras
14970,играть i2,99i2_играть комедию,,Snom V комедию,,,СВ сыграть,APphras
14971,играть i3,99i3_играть роль,,Snom V {роль / Aacc + роль / роль -> Sgen} [{ADV / PRгде + Sx}],,,СВ сыграть,APphras
14972,играть i4,99i4_играть первую скрипку,,Snom V первую + скрипку [{ADV / PRгде + Sx}],,,СВ сыграть,APphras
14973,играть i5,99i5_играть вторую скрипку,,Snom V вторую + скрипку [{ADV / PRгде + Sx}],,,СВ нет,APphras
14974,играть i6,99i6_играть в бирюльки,,Snom V в + бирюльки,,,СВ нет,APphras
14975,играть i7,99i7_играть в загадки,,Snom V в + загадки,,,СВ нет,APphras
14976,играть i8,99i8_играть в молчанку,,Snom V в + молчанку,,,СВ редк. сыграть,APphras
14977,играть i9,99i9_играть в прятки,,Snom V в + прятки,<см. также 1>,,СВ нет,APphras
14985,идти i1,99i1_идти напролом,,Snom V напролом,,,,APphras
14994,идти i10,99i10_не идти в счет,,Snom не V в + счет,,,,APphras
14995,идти i11,99i11_идти на лад,,Snom V на + лад,,,,APphras
14996,идти i12,99i12_идти на попятный,,Snom V на + попятный,,,,APphras
14997,идти i13,99i13_идти на убыль,,Snom V на + убыль,,,,APphras
14998,идти i14,99i14_идти на удочку,,Snom V на + удочку,,,,APphras
14999,идти i15,99i15_идти под венец,,Snom V под + венец [с + Sins],,,,APphras
15000,идти i16,99i16_идти под суд,,Snom V под + суд [за + Sacc],,,,APphras
15001,идти i17,99i17_идти за гробом,,Snom V за + гробом [-> Sgen],,,,APphras
15002,идти i18,99i18_идти впрок кому-л.,,Snom V впрок Sdat,,,,APphras
15003,идти i19,99i19_идти вразрез с чем-л.,,Snom V вразрез с + Sins,,,,APphras
14986,идти i2,99i2_идти своим чередом,,Snom V своим + чередом,,,,APphras
15004,идти i20,99i20_идти замуж за кого-л.,,Snom V замуж за + Sacc,,,,APphras
15005,идти i21,99i21_идти навстречу кому-л.,,Snom V навстречу + Sdat,,,,APphras
15006,идти i22,99i22_не идти из головы/из ума у кого-л.,,Snom не V {из + головы / из + ума} у + Sgen,,,,APphras
15007,идти i23,99i23_не идти в голову/на ум кому-л.,,Snom не V {в + голову / на + ум} Sdat,,,,APphras
15008,идти i24,99i24_идти в ногу с кем-л.,,Snom V в + ногу с + Sins,,,,APphras
15009,идти i25,99i25_идти на пользу кому-л.,,Snom V на + пользу Sdat,,,,APphras
15010,идти i26,99i26_идти на поклон к кому-л.,,Snom V на + поклон к + Sdat,,,,APphras
15011,идти i27,99i27_идти на смену кому-чему-л.,,Snom V на + смену Sdat,,,,APphras
15012,идти i28,99i28_идти войной на кого-л.,,Snom V войной на + Sacc,,,,APphras
15013,идти i29,99i29_идет!,,идет!,,,,APphras
14987,идти i3,99i3_не идти дальше чего-л.,,Snom не V дальше Sgen,,,,APphras
15014,идти i30,99i30_голова идет кругом,,голова идет кругом CL,,,,APphras
15015,идти i31,99i31_дело идет к чему-л.,,дело идет к + Sdat,,,,APphras
15016,идти i32,99i32_молва/речь/слух идет про кого-л.,,{молва / речь / слух} V про + Sacc,,,,APphras
15017,идти i33,99i33_дело/речь идет о чем-л.,,{дело / речь} V о + Sloc,,,,APphras
14988,идти i4,99i4_идти к делу,,Snom V к + делу,,,,APphras
14989,идти i5,99i5_идти ко дну,,Snom V ко + дну,,,,APphras
14990,идти i6,99i6_идти по миру,,Snom V по + миру,,,,APphras
16162,идти i7,99i34_дела идут в гору (у кого-л.),,Snom V в + гору [у + Sgen],,,СВ пойти,APphras
14991,идти i7,99i7_идти в гору,,Snom V в + гору,,,,APphras
14992,идти i8,99i8_идти в дело,,Snom V в + дело,,,,APphras
14993,идти i9,99i9_это не идет ни в какое сравнение (с программой колледжа),,Snom не V ни в + какое + сравнение [с + Sins],,,,APphras
15018,извинить i1,99i1_извините за выражение,,Snom извините за + выражение,,,НВ нет,APphras
15019,извлечь i1.1,99i1.1_извлечь корень,,Snom V корень,,,НВ извлекать,olesar
12294,извлечь i1.2,99i1.2_Из полученного числа извлечем квадратный корень.,Из полученного числа извлечем квадратный корень.,Snom V Sacc из + Sgen,получать из числа',,НВ извлекать,olesar
15020,изменить2 i1,99i1_если кому-л. не изменяет память,,если Sdat не V память CL,,,,APphras
15021,измениться i1,99i1_измениться в лице,,Snom V в + лице,,,,APphras
18660,изображать 3.7i,3.7i_Не изображай из себя дурочку.,Не изображай из себя дурочку.,Snom V Sacc из + себя,(притворяться),,СВ нет,olesar
15022,иметь i1,99i1_иметь место,,Snom V место,,,,APphras
15031,иметь i10,99i10_[не] иметь что-л. в мыслях,,Snom [не] V Sacc в + мыслях,,,,APphras
15032,иметь i11,99i11_иметь счастье / удовольствие / честь сделать что-л.,,Snom V {счастье / удовольствие / честь} Vinf,,,,APphras
15033,иметь i12,99i12_иметь целью / задачей [с]делать что-л.,,Snom V {целью / задачей} Vinf,,,,APphras
15023,иметь i2,99i2_иметь слово,,Snom V слово,,,,APphras
15024,иметь i3,99i3_иметь руку где-л.,,Snom V руку {ADV / PRгде + Sx},,,,APphras
15025,иметь i4,99i4_не иметь ничего против кого-чего-л.,,Snom не V ничего против + Sgen,,,,APphras
15026,иметь i5,99i5_иметь зуб против кого-л./на кого-л.,,Snom V зуб {против + Sgen / на + Sacc},,,,APphras
15027,иметь i6,99i6_иметь виды на кого-л.,,Snom V виды на + Sacc,,,,APphras
15028,иметь i7,99i7_иметь кого-что-л. под руками,,Snom V Sacc под + руками,,,,APphras
15029,иметь i8,99i8_иметь дело с кем-л.,,Snom V дело с + Sins,,,,APphras
15030,иметь i9,99i9_иметь что-л. в виду,,Snom V Sacc в + виду,,,,APphras
15034,иметься i1,99i1_иметься в виду,Что имеется в виду?,Snom V в + виду,,,,APphras
15035,искать i1,99i1_ищи - свищи,,ищи - свищи [Sgen],,,,APphras
15036,искать i2,99i2_искать слова,,Snom V слова,,,,APphras
15037,искать i3,99i3_искать кого-что-л. днем с огнем,,Snom V Sacc днем с + огнем,,,,APphras
15038,искать i4,99i4_искать ветра в поле,,[CL] [и] ищи ветра в + поле,,,,APphras
15039,искать i5,99i5_Раечк искала (глазами/взглядом/взором) танцоров.,,Snom V Sacc {глазами / взглядом / взором},,,,olesar
15040,исполнить i1,99i1_исполнять обязанности кого-л.,,Snom V обязанности -> Sgen,"(директора, заведующего, ...)",,СВ нет,APphras
15041,исчезнуть i1,99i1_исчезнуть (из вида/из глаз,,Snom V {из + вида / из + глаз},,,,APphras
15042,исчезнуть i2,99i2_исчезнуть из памяти,,Snom V из + памяти,,,,APphras
15043,казаться i1,99i1_казаться вечностью,,Snom V вечностью,,,СВ показаться,APphras
15044,казаться i2,99i2_не казаться на глаза,,Snom не V на + глаза,<прост.>,,СВ нет,APphras
15045,капать i1,99i1_над кем-л. не капает/не каплет,,над + Sins не {капает / каплет},,,СВ нет,APphras
15046,касаться i1,99i1_что касается кого-чего-л.,,что касается Sgen CL,,,СВ нет,APphras
18957,кататься 1.12i,1.12i_Любишь кататься - люби и саночки возить.,Любишь кататься - люби и саночки возить.,любишь кататься - люби и саночки возить,-,,СВ нет,olesar
15047,кататься 2.5i,2.5i_кататься со смеху,,Snom V со + смеху,,,СВ нет,olesar
18954,кататься 2.6i,2.6i_Кататься по полу от смеха.,Кататься по полу от смеха.,Snom V по + Sdat от + смеха,-,,СВ нет,olesar
15048,кататься 2.7i,2.7i_как сыр в масле кататься,,Snom как сыр в + масле V,,,СВ нет,olesar
15049,качать i1,99i1_качать головой,,Snom V головой,,,СВ покачать,APphras
15050,кашлять i1,99i1_кашлять кровью,,Snom V кровью,,,,APphras
15051,кидать i1,99i1_кидать жребий,,Snom V жребий,,,,APphras
15052,кидать i2,99i2_кидать камень в кого-л.,,Snom V камень в + Sacc,,,,APphras
15053,кидать i3,99i3_кидать камешки в чей-л. огород,,Snom V камешки в + APROacc + огород,,,преим. НВ,APphras
15054,кидать i4,99i4_кидать деньги на ветер,,Snom V деньги на + ветер,,,,APphras
15055,кидать i5,99i5_кидать грязью / камнем в кого-л.,,Snom V {грязью / камнем} в + Sacc,,,,APphras
15056,кидать i6,99i6_куда ни кинуть/ни кинь взгляд/взглядом,,куда ни {кинуть / кинь} {взгляд / взглядом} CL,,,НВ нет,APphras
15057,кидаться i1,99i1_кидаться со всех ног,,Snom V со + всех + ног Vinf,,,,APphras
15058,кидаться i2,99i2_кидаться в глаза кому-л.,,Snom V в + глаза Sdat,,,,APphras
15059,кидаться i3,99i3_кидаться в голову кому-л.,,Snom V в + голову Sdat,<о вине или крови>,,,APphras
15060,кидаться i4,99i4_кидаться в лицо кому-л.,,Snom V в + лицо Sdat,<о крови или краске стыда>,,,APphras
15061,кипеть i1,99i1_кипеть ключом,,Snom V ключом,,,СВ нет,APphras
15062,кипеть i2,99i2_как/словно в котле кипеть,,Snom {как / словно} в + котле V,,,СВ нет,APphras
15063,кипеть i3,99i3_кровь кипит,,кровь кипит [у + Sgen] [от + Sgen],,,СВ нет,APphras
15064,кипеть i4,99i4_слезы кипят,,слезы кипят [у + Sgen] [PRгде + Sx] [когда + CL],,,СВ нет,APphras
15065,кланяться i1,99i1_честь имею кланяться,,честь имею V,<устар.>,,СВ нет,APphras
15066,класть i1,99i1_класть (земные) поклоны,,Snom V [земные] + поклоны,,,СВ нет,APphras
15075,класть i10,99i10_класть что-л. на музыку,,Snom V Sacc на + музыку,"(слова, стихи)",,СВ положить,APphras
15076,класть i11,99i11_класть кого-л. на обе лопатки,,Snom V Sacc на + [обе] + лопатки,,,СВ положить,APphras
15077,класть i12,99i12_класть что-л. под сукно,,Snom V Sacc под + сукно,,,СВ положить,APphras
15078,класть i13,99i13_класть оружие (перед кем-л.),,Snom V оружие [перед + Sins],,,СВ нет,APphras
15079,класть i14,99i14_класть что-л. себе в карман,,Snom V Sacc себе в + карман,,,СВ положить,APphras
15080,класть i15,99i15_кому-л. палец в рот не клади,,Snom Sdat палец в + рот не клади,,,СВ нет,APphras
15081,класть i16,99i16_краше в гроб кладут,,краше в + гроб кладут,,,СВ нет,APphras
15068,класть i3,99i3_класть конец чему-л.,,Snom V конец Sdat,,,СВ положить,APphras
15069,класть i4,99i4_класть начало чему-л.,,Snom V начало Sdat,,,СВ положить,APphras
15070,класть i5,99i5_класть основание/фундамент чему-л.,,Snom V {основание / фундамент} Sdat,,,СВ положить,APphras
15071,класть i6,99i6_класть что-л. в основу/в основание чего-л.,Учёные кладут факты в основу / в основание своих гипотез,Snom V Sacc {в + основу / в + основание} Sgen,,,СВ положить,APphras
15072,класть i7,99i7_класть деньги во что-л.,,Snom V деньги в + Sacc,"(в сберкассу, в банк)",,СВ положить,APphras
15073,класть i8,99i8_класть зубы на полку,,Snom V зубы на + полку,,,СВ положить,APphras
15074,класть i9,99i9_класть пятно на кого-л.,,Snom V пятно на + Sacc,,,СВ нет,APphras
15082,клясться i1,99i1_клясться честью,,Snom V честью CL,,,СВ поклясться,APphras
15083,клясться i2,99i2_клясться небом и землей,,Snom V небом и землей CL,,,обычно НВ,APphras
15084,колебаться i1,99i1_почва под ногами колеблется,,почва под + ногами колеблется,,,,APphras
17768,колесо i5,99i5_жить на колесах,Жить на колесах.,Snom жить на + колесах,-,i5 (не имея постоянного жилья),только мн.,olesar
17769,колесо i5.2,99i5.2_жизнь на колесах,Жизнь на колесах.,жизнь на + колесах,-,i5 (не имея постоянного жилья),колесо: только мн.,olesar
17770,колесо i6,99i6_турусы на колесах,Далее минут десять он разводил искусствоведческие турусы на огромных колесах… (Д.Рубина).,турусы на + колесах,-,,колесо: только мн.,olesar
15085,колоть1 i1,99i1_колоть кому-л. глаза чем-л.,,Snom V Sdat глаза Sins,,,СВ нет,APphras
15086,колоть1 i2,99i2_правда глаза колет,,правда глаза колет,,,СВ нет,APphras
15087,кончить i1,99i1_кончить (жизнь/век),,Snom V {жизнь / век},,,,APphras
15088,кончить i2,99i2_кончить с жизнью/с собой,,Snom V {с + жизнью / с + собой},,,,APphras
15089,кончить i3,99i3_все кончено,,все кончено,,,НВ нет,APphras
15090,кончить i4,99i4_кончен бал,,кончен бал,,,НВ нет,APphras
15091,кончиться i1,"99i1_все хорошо, что хорошо кончается",,"все хорошо, что хорошо кончается",,,СВ нет,APphras
15092,кормить i1,99i1_кормить кого-л. обещаниями,,Snom V Sacc обещаниями,,,СВ нет,APphras
15093,кормить i2,"99i2_кого-л. хлебом не корми, а . ..",,"хлебом не корми, [а] CL",,,СВ нет,APphras
15094,кормить i3,99i3_кормить кого-л. завтраками,,Snom V Sacc завтраками,,,СВ нет,APphras
15095,кормить i4,99i4_соловья баснями не кормят,,соловья баснями не кормят,,,СВ нет,APphras
15096,краснеть i1,99i1_краснеть до корней волос/до ушей,,Snom V {до + корней + волос / до + ушей},,,СВ покраснеть,APphras
15097,критиковать i1,"99i1_критиковать, не взирая на лица",,"Snom V, не взирая на + лица",,,,APphras
15098,кричать i1,99i1_кричать во все горло,,Snom V во + все + горло {о + Sloc / что + CL / «CL»},,,СВ крикнуть,APphras
15099,кричать i2,99i2_кричать в голос/на крик/криком,,Snom V {в + голос / на + крик / криком},,,СВ нет,APphras
15100,кричать i3,99i3_кричать благим матом,,Snom V благим + матом [«CL»],,,СВ нет,APphras
15101,кричать i4,99i4_кричать дурным [не своим] голосом,,Snom V {дурным / не своим} + голосом [«CL»],,,СВ крикнуть,APphras
15102,кричать i5,99i5_хоть караул кричи,,CL хоть караул Vimper,,,СВ нет,APphras
15103,кружить i1,99i1_кружить кому-л. голову,,Snom V Sdat голову,,,СВ вскружить,APphras
15104,кружиться i1,99i1_голова кружится (у кого-л.) (от болезни),,голова кружится [у + Sacc] [от + Sgen],,,,APphras
15105,крутить i1,99i1_крутить ус,,Snom V ус,,,СВ нет,APphras
15106,крутить i2,99i2_крутить носом,,Snom V носом,,,СВ нет,APphras
15107,крутить i3,99i3_крутить голову кому-л.,,Snom V голову Sdat,,,СВ нет,APphras
15108,крутить i4,99i4_крутить руки кому-л.,,Snom V руки Sdat,,,СВ скрутить,APphras
15109,крутить i5,99i5_крутить любовь с кем-л.,,Snom V любовь с + Sins,,,СВ нет,APphras
15110,крутиться i1,99i1_как там ни крутись,,как там ни крутись CL,,,,APphras
15111,купаться i1,99i1_купаться в золоте,,Snom V в + золоте,,,СВ нет,APphras
15112,купаться i2,99i2_купаться в крови,,Snom V в + крови,,,СВ нет,APphras
15113,купить i1,99i1_купить кота в мешке,,Snom V кота в + мешке,,,преим. СВ,APphras
15114,купить i2,"99i2_за что купил, за то и продаю",,"за + что купил, за + то и продаю",,,НВ нет,APphras
15115,курить i1,99i1_курить фимиам кому-л.,,Snom V фимиам Sdat,,,,APphras
15116,лежать i1,99i1_лежать под сукном,,Snom V под + сукном,,,,APphras
15117,лежать i2,99i2_лежать в основе/в основании чего-л.,,Snom V {в + основе / в + основании} -> Sgen,,,,APphras
15118,лежать i3,99i3_лежать в развалинах,,Snom V в + развалинах,,,,APphras
15119,лежать i4,99i4_лежать на боку/на печи,,Snom V {на + боку / на + печи},<прост.>,,,APphras
15120,лежать i5,99i5_плохо лежит,,Snom плохо лежит,,,,APphras
15121,лежать i6,99i6_душа/сердце не лежит к чему-л.,,{душа / сердце} не лежит к + Sdat,,,,APphras
15122,лезть i1,99i1_лезть из кожи (вон),,Snom V из + кожи [вон] [{Vger / чтобы + Vinf / чтобы + CL / CL / ради + Sgen}],,,СВ вылезти,olesar
15131,лезть i10,99i10_(кусок) в рот не лезет,,[{кусок / Snom}] в + рот не лезет,,,,olesar
15132,лезть i11,99i11_глаза на лоб лезут (от удивления) (у меня),,глаза на + лоб лезут [от + Sgen] [у + Sgen],,,СВ полезть,olesar
15133,лезть i12,99i12_кто-л. не лезет за словом в карман,,Snom не лезет за + словом в + карман,,,,APphras
15123,лезть i2,99i2_лезть в бутылку,,Snom V в + бутылку,<прост.>,,,APphras
15124,лезть i3,99i3_лезть на рожон,,Snom V на + рожон,<прост.>,,,APphras
15125,лезть i4,99i4_лезть на стену,,Snom V на + стену [от + Sgen],,,,APphras
15126,лезть i5,99i5_лезть (в глаза/на глаза) начальнику,,Snom V {в + глаза / на + глаза} Sdat,,,,APphras
15127,лезть i6,99i6_лезть в голову кому-л.,,Snom V в + голову Sdat,,,,APphras
15128,лезть i7,99i7_лезть в душу кому-л.,,Snom V в + душу Sdat,,,,APphras
15129,лезть i8,"99i8_лезть, как с ножом к горлу",,"Snom V, как с + ножом к + горлу",,,,APphras
15130,лезть i9,99i9_хоть в петлю лезь,,хоть в + петлю Vimper CL,,,,APphras
15134,летать i1,99i1_высоко летать,,Snom высоко V,,,,APphras
15135,лететь i1,99i1_лететь вверх тормашками,,Snom V вверх + тормашками,,,,APphras
15136,лететь i2,99i2_лететь сломя голову,,Snom V сломя голову,,,,APphras
15137,лететь i3,99i3_лететь пулей/стрелой,,Snom V {пулей / стрелой},,,,APphras
15138,лететь i4,99i4_лететь к черту,,Snom V к + черту,,,,APphras
15139,лечь i1,99i1_лечь в основу/в основание чего-л.,,Snom V {в + основу / в + основание} Sgen,,,,APphras
15140,лечь i2,99i2_хоть в гроб ложись,,хоть в + гроб Vimper CL,,,СВ нет,APphras
16283,лить 99i8,99i8_лить слезы о горькой жизни,Он льет слезы о своей горькой жизни.,Snom V слезы о + Sloc,-,,СВ нет,egor
15141,лить i1,99i1_лить воду,"Довольно лить воду, говори по существу !",Snom V воду,<прост.>,,,APphras
15142,лить i2,99i2_лить пули,,Snom V пули,<прост.>,,,APphras
15143,лить i3,99i3_лить слезы,,Snom V слезы,,,,APphras
15144,лить i4,99i4_лить масло в огонь,,Snom V масло в + огонь,,,,APphras
15145,лить i5,99i5_лить кровь за что-л.,,Snom V кровь за + Sacc,,,,APphras
15146,лить i6,99i6_лить воду на чью-л. мельницу,,Snom V воду на + APROacc + мельницу,,,,APphras
15147,лить i7,"99i7_льет, как из ведра",,"льет, как из + ведра",,,,APphras
